Title,ID,"Publication Type","Publication Type ID","This character","This character ID",Entity,"Entity ID",Technology,"Technology ID",Verb,"Verb ID"
"3% (Emotion Recognition in Interviews)",2204,"Narrative, TV series or episode","20001, 2000131","Interviewed Young Adults (3%)",2964,,,,,"Classified, Analysed, Interacting, Interviewed","20001293, 2000880, 20001110, 20002008"
"hologram (jupiter Ascending)",2203,"Narrative, Movie","20001, 2000130","Balem Abrasax",2200,,,,,"Watching, Surveilling, Assessing","2000350, 2000432, 2000710"
"hologram (jupiter Ascending)",2203,"Narrative, Movie","20001, 2000130","Jupiter Jones",1829,,,,,"Watched, Threatened","2000355, 20001131"
"hologram (jupiter Ascending)",2203,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,Displaying,2000398
"Jupiter Ascending (Ocular Scan)",2199,"Narrative, Movie","20001, 2000130",Ibis,1828,,,,,"Watching, Assessing, Surveilling","2000350, 2000710, 2000432"
"Jupiter Ascending (Ocular Scan)",2199,"Narrative, Movie","20001, 2000130","Caine Wise",1832,,,,,"Watched, Scanned, Classified","2000355, 2000658, 20001293"
"Jupiter Ascending (Ocular Scan)",2199,"Narrative, Movie","20001, 2000130",,,,,"Optical/ocular implant",2000127,"Scanning, Detecting, Registering, Classifying","2000377, 2000941, 20001258, 2000759"
"Spider-Man: Into the Spider-Verse (Spider-Man Hacks Biometric Scanner)",2193,"Narrative, Movie","20001, 2000130","Peter B. Parker",2192,,,,,"Helping, Hacking","2000372, 2000409"
"Spider-Man: Into the Spider-Verse (Spider-Man Hacks Biometric Scanner)",2193,"Narrative, Movie","20001, 2000130",,,,,Biometrics,20009,Hacked,2000407
"Spider-Man: Into the Spider-Verse (Prowler Chase Scene)",2191,"Narrative, Movie","20001, 2000130",Prowler,1973,,,,,"Tracking, Chasing","2000498, 2000616"
"Spider-Man: Into the Spider-Verse (Prowler Chase Scene)",2191,"Narrative, Movie","20001, 2000130","Miles Morales",1972,,,,,"Running, Chased","2000683, 2000801"
"Spider-Man: Into the Spider-Verse (Prowler Chase Scene)",2191,"Narrative, Movie","20001, 2000130",,,,,"Non-Visible Spectrum",2000207,Tracking,2000498
"Spider-Man: Into the Spider-Verse (Prowler Chase Scene)",2191,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Tracking, Highlighting, Identifying, Showing","2000498, 2000697, 2000354, 2000399"
"Órbita 9 (Motion Tracking in Hostage Situation)",2190,"Narrative, Movie","20001, 2000130",,,,,"Motion tracking",2000180,"Scanning, Tracking, Revealing","2000377, 2000498, 2000368"
"Órbita 9 (Motion Tracking in Hostage Situation)",2190,"Narrative, Movie","20001, 2000130",,,,,"Image generation",200073,"Generating, Showing","2000666, 2000399"
"Órbita 9 (Motion Tracking in Hostage Situation)",2190,"Narrative, Movie","20001, 2000130","Alex, Helena","2107, 2106",,,,,"Hiding, Threatened","2000397, 20001131"
"Órbita 9 (Motion Tracking in Hostage Situation)",2190,"Narrative, Movie","20001, 2000130",,,Corporation,2000332,,,"Searching, Threatening","2000615, 2000618"
"Órbita 9 (Motion Tracking in Therapy Session)",2189,"Narrative, Movie","20001, 2000130",,,,,"Image generation",200073,"Displaying, Masking, Altering","2000398, 20001909, 2000470"
"Órbita 9 (Motion Tracking in Therapy Session)",2189,"Narrative, Movie","20001, 2000130",Alex,2107,,,,,Communicating,2000514
"Órbita 9 (Motion Tracking in Therapy Session)",2189,"Narrative, Movie","20001, 2000130",,,,,"Motion tracking",2000180,"Scanning, Tracking, Analysing","2000377, 2000498, 2000364"
"X-Men: Days of Future Past (Professor X uses the cerebro)",2188,"Narrative, Movie","20001, 2000130","Professor X",2187,,,,,"Searching, Maneuvering, Connecting","2000615, 20001324, 2000510"
"X-Men: Days of Future Past (Professor X uses the cerebro)",2188,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Projecting, Visualising, Searching, Connecting","2000761, 20001273, 2000615, 2000510"
"X-Men: Days of Future Past (Professor X uses the cerebro)",2188,"Narrative, Movie","20001, 2000130",X-Men,2818,,,,,Watching,2000350
"X-Men: Days of Future Past (Sentinels identify mutants)",2186,"Narrative, Movie","20001, 2000130","Sentinels (X-Men: Days of Future Past)",2183,,,,,"Hunting, Identifying, Scanning, Exposing, Labeling","2000712, 2000354, 2000377, 20001144, 20001014"
"X-Men: Days of Future Past (Sentinels identify mutants)",2186,"Narrative, Movie","20001, 2000130",,,,,"Body scans, Non-Visible Spectrum","200090, 2000207","Identifying, Scanning, Exposing, Labeling, Classifying","2000354, 2000377, 20001144, 20001014, 2000759"
"X-Men: Days of Future Past (Sentinels identify mutants)",2186,"Narrative, Movie","20001, 2000130",X-Men,2818,,,,,"Exposed, Identified, Hunted, Labeled","2000563, 2000500, 2000416, 20001437"
"X-Men: Days of Future Past (Sentinels identify mutants)",2186,"Narrative, Movie","20001, 2000130",,,"Humans in general",2000356,,,"Scanned, Classified","2000658, 20001293"
"X-Men: Days of Future Past (Mystique shapeshifts to use finger scan)",2185,"Narrative, Movie","20001, 2000130",Mystique,2181,,,,,"Deceiving, Changing, Scanned, Accessing","2000481, 20001361, 2000658, 20001003"
"X-Men: Days of Future Past (Mystique shapeshifts to use finger scan)",2185,"Narrative, Movie","20001, 2000130",,,,,Biometrics,20009,"Scanning, Deceived","2000377, 2000824"
"X-Men: Days of Future Past (Crowd records with analogue cameras)",2184,"Narrative, Movie","20001, 2000130",,,,,Analogue,2000204,"Recording, Filming","2000403, 2000842"
"X-Men: Days of Future Past (Crowd records with analogue cameras)",2184,"Narrative, Movie","20001, 2000130",,,"Humans in general",2000356,,,"Observing, Filming, Fascinated","20001032, 2000842, 20001700"
"X-Men: Days of Future Past (Crowd records with analogue cameras)",2184,"Narrative, Movie","20001, 2000130",X-Men,2818,,,,,"Observed, Filmed, Fascinating","20001034, 20001096, 20001920"
"Star Wars: Episode IX - The Rise of Skywalker (Watch creates a hologram)",2180,"Narrative, Movie","20001, 2000130","Lando Calrissian",2179,,,,,"Creating, Showcasing, Displaying","2000457, 20001625, 2000398"
"Star Wars: Episode IX - The Rise of Skywalker (Watch creates a hologram)",2180,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projected, Displaying, Informing","20001451, 2000398, 2000449"
"Star Wars: Episode IX - The Rise of Skywalker (Watch creates a hologram)",2180,"Narrative, Movie","20001, 2000130","Rey Skywalker",2154,,,,,"Learning, Understanding","2000633, 2000733"
"Star Wars: Episode VIII - The Last Jedi (Object recognition of spaceship part)",2178,"Narrative, Movie","20001, 2000130","Rose Tico",2177,,,,,"Explaining, Mapping, Instructing, Discussing","20001277, 2000749, 2000636, 20001235"
"Star Wars: Episode VIII - The Last Jedi (Object recognition of spaceship part)",2178,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Visualising, Mapping","20001273, 2000749"
"Star Wars: Episode VIII - The Last Jedi (Object recognition of spaceship part)",2178,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Highlighting, Instructing","2000697, 2000636"
"Star Wars: Episode VIII - The Last Jedi (Object recognition of spaceship part)",2178,"Narrative, Movie","20001, 2000130","Poe Dameron, Finn, C-3PO","2156, 2155, 2164",,,,,"Instructed, Introduced, Inspired, Taught","2000592, 20001623, 20001504, 20001624"
"Star Wars: Episode VIII - The Last Jedi (R2-D2 Creates a hologram of Luke Skywalker's memory)",2176,"Narrative, Movie","20001, 2000130",R2-D2,2163,,,,,"Creating, Showing","2000457, 2000399"
"Star Wars: Episode VIII - The Last Jedi (R2-D2 Creates a hologram of Luke Skywalker's memory)",2176,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Created, Visualising","20001327, 20001273"
"Star Wars: Episode VIII - The Last Jedi (R2-D2 Creates a hologram of Luke Skywalker's memory)",2176,"Narrative, Movie","20001, 2000130","Luke Skywalker",2160,,,,,"Inspired, Reminded","20001504, 2000936"
"Star Wars: Episode VIII - The Last Jedi (Snoke uses a hologram and interacts physically through it)",2175,"Narrative, Movie","20001, 2000130","General Hux",2172,,,,,"Dragged, Interacting","20001622, 20001110"
"Star Wars: Episode VIII - The Last Jedi (Snoke uses a hologram and interacts physically through it)",2175,"Narrative, Movie","20001, 2000130",Snoke,2161,,,,,"Creating, Communicating, Appearing, Interacting","2000457, 2000514, 20001072, 20001110"
"Star Wars: Episode VIII - The Last Jedi (Snoke uses a hologram and interacts physically through it)",2175,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Communicating, Creating","2000514, 2000457"
"Star Wars: Episode VIII - The Last Jedi (General Hux using a hologram of himself to communicate)",2174,"Narrative, Movie","20001, 2000130","General Hux",2172,,,,,"Creating, Communicating, Ordering, Appearing","2000457, 2000514, 20001297, 20001072"
"Star Wars: Episode VIII - The Last Jedi (General Hux using a hologram of himself to communicate)",2174,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Appearing, Informing, Visualising","20001072, 2000449, 20001273"
"Star Wars: Episode VIII - The Last Jedi (General Hux using a hologram of himself to communicate)",2174,"Narrative, Movie","20001, 2000130","Captain Canady",2173,,,,,"Communicating, Experiencing","2000514, 20001102"
"Star Wars: Episode VII - The Force Awakens (Snoke visualized as a hologram of himself)",2171,"Narrative, Movie","20001, 2000130",Snoke,2161,,,,,"Creating, Appearing, Interacting, Communicating","2000457, 20001072, 20001110, 2000514"
"Star Wars: Episode VII - The Force Awakens (Snoke visualized as a hologram of himself)",2171,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Created, Used, Interacting","20001327, 2000649, 20001110"
"Star Wars: Episode VII - The Force Awakens (Hologram of a planet)",2170,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Informing, Mapping, Highlighting","2000449, 2000749, 2000697"
"Star Wars: Episode VII - The Force Awakens (Hologram of a planet)",2170,"Narrative, Movie","20001, 2000130","Han Solo , Leia Skywalker Organa Solo, Poe Dameron","2157, 2159, 2156",,,,,"Planning, Discussing, Coordinating","2000695, 20001235, 20001267"
"Star Wars: Episode VII - The Force Awakens (Hologram table)",2169,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Mapping, Instructing, Informing, Learning, Directing","2000749, 2000636, 2000449, 2000633, 2000793"
"Star Wars: Episode VII - The Force Awakens (Hologram table)",2169,"Narrative, Movie","20001, 2000130","Han Solo , Leia Skywalker Organa Solo, C-3PO","2157, 2159, 2164",,,,,"Instructed, Informed","2000592, 20001359"
"Star Wars: Episode VII - The Force Awakens (BB-8 creates a hologram map)",2168,"Narrative, Movie","20001, 2000130",BB-8,2162,,,,,"Creating, Mapping, Visualising, Informing","2000457, 2000749, 20001273, 2000449"
"Star Wars: Episode VII - The Force Awakens (BB-8 creates a hologram map)",2168,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Mapping, Informing, Directing, Teaching","2000749, 2000449, 2000793, 2000635"
"Star Wars: Episode VII - The Force Awakens (BB-8 creates a hologram map)",2168,"Narrative, Movie","20001, 2000130","Han Solo , Finn, Rey Skywalker","2157, 2155, 2154",,,,,"Experiencing, Learning, Understanding","20001102, 2000633, 2000733"
"Star Wars: Episode VII - The Force Awakens (Surveillance cameras)",2167,"Narrative, Movie","20001, 2000130",,,,,"Surveillance cameras",200080,"Surveilling, Informing, Mapping, Overlooking","2000432, 2000449, 2000749, 2000750"
"Star Wars: Episode VII - The Force Awakens (Surveillance cameras)",2167,"Narrative, Movie","20001, 2000130","Rey Skywalker",2154,,,,,"Reacting, Viewing, Observing","2000935, 2000848, 20001032"
"Star Wars: Episode VII - The Force Awakens (Spaceship recognition)",2166,"Narrative, Movie","20001, 2000130",,,,,"Camera, Motion tracking, Object recognition","2000206, 2000180, 200015","Highlighting, Tracking, Informing","2000697, 2000498, 2000449"
"Star Wars: Episode VII - The Force Awakens (Object recognition)",2165,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Highlighting, Tracking, Informing, Mapping","2000697, 2000498, 2000449, 2000749"
"Star Wars: Episode VII - The Force Awakens (Object recognition)",2165,"Narrative, Movie","20001, 2000130",Finn,2155,,,,,"Informed, Shooting, Aiming","20001359, 2000800, 2000676"
"Captain America: The Winter soldier (Fury gets ambushed)",2152,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Telling, Showing, Analysing, Advising","20001519, 2000399, 2000364, 2000606"
"Captain America: The Winter soldier (Fury gets ambushed)",2152,"Narrative, Movie","20001, 2000130","Nick Fury",2149,,,,,"Hurt, Shocked, Thinking","20001167, 2000562, 20001529"
"Captain America: The Winter soldier (Hologram meeting)",2151,"Narrative, Movie","20001, 2000130","Nick Fury",2149,,,,,"Listening, Walking, Observing","20001527, 20001198, 20001032"
"Captain America: The Winter soldier (Hologram meeting)",2151,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projecting, Communicating","2000761, 2000514"
"Captain America: The Winter soldier (Hologram meeting)",2151,"Narrative, Movie","20001, 2000130","Alexander Pierce",2150,,,,,Communicating,2000514
"The Martian (Pathfinder camera)",2147,"Narrative, Movie","20001, 2000130",,,,,Camera,2000206,"Communicating, Informing, Teaching, Viewing, Transmitting","2000514, 2000456, 2000635, 2000848, 2000594"
"The Martian (Pathfinder camera)",2147,"Narrative, Movie","20001, 2000130","Mark Watney",2050,,,,,"Communicating, Learning, Celebrating","2000514, 2000633, 20001590"
"The Martian (Surveillance camera)",2146,"Narrative, Movie","20001, 2000130",,,,,"Surveillance cameras",200080,"Informing, Surveilling, Viewing, Observing","2000449, 2000432, 2000848, 20001032"
"The Martian (Surveillance camera)",2146,"Narrative, Movie","20001, 2000130","Mark Watney",2050,,,,,"Surveilled, Observed, Watched, Monitored","2000981, 20001034, 2000355, 2000685"
"Yat Madit (Adak interpretes Amaros's expression)",2140,"Narrative, Short story","20001, 2000134",,,,,"Emotion recognition",200091,Interpreting,2000352
"Yat Madit (Adak interpretes Amaros's expression)",2140,"Narrative, Short story","20001, 2000134",Amaro,2141,,,,,"Interpreted, Analysed, Assisted","20001227, 2000880, 2000807"
"Yat Madit (Adak interpretes Amaros's expression)",2140,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Interpreting, Activating, Assisting","2000352, 20001278, 2000523"
"Incredibles 2 (Tracking Jack-Jack and anticipating changes)",2137,"Narrative, Movie","20001, 2000130","Bob Parr/ Mr. Incredible",2136,,,,,"Tracking, Monitoring, Anticipating, Watching","2000498, 2000524, 2000910, 2000350"
"Incredibles 2 (Tracking Jack-Jack and anticipating changes)",2137,"Narrative, Movie","20001, 2000130",,,,,"Body scans, Emotion recognition, Motion tracking","200090, 200091, 2000180","Anticipating, Interpreting, Understanding, Tracking","2000910, 2000352, 2000733, 2000498"
"Incredibles 2 (Tracking Jack-Jack and anticipating changes)",2137,"Narrative, Movie","20001, 2000130","Jack-Jack Parr",2058,,,,,"Monitored, Watched, Controlled, Tracked","2000685, 2000355, 2000543, 20001089"
"Avengers: Endgame (Avengers use AR interfaces)",2134,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Displaying, Controlled, Calibrated","2000398, 2000543, 20001704"
"Avengers: Endgame (Avengers use AR interfaces)",2134,"Narrative, Movie","20001, 2000130","The Avengers",2097,,,,,"Working, Controlling, Calibrating, Holding","2000849, 2000402, 20001393, 20001681"
"Avengers: Endgame (Nebula projects hologram of future self)",2133,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projected, Predicting, Shocking","20001451, 2000395, 20001919"
"Avengers: Endgame (Nebula projects hologram of future self)",2133,"Narrative, Movie","20001, 2000130",Nebula,2074,,,,,"Projecting, Revealing, Predicting, Shocked","2000761, 2000368, 2000395, 2000562"
"The Martian (Helmet Camera)",2132,"Narrative, Movie","20001, 2000130",,,,,Camera,2000206,"Viewing, Informing, Filming, Streaming","2000848, 2000449, 2000842, 2000565"
"The Martian (Satellite surveillance)",2131,"Narrative, Movie","20001, 2000130",,,,,"Satellite images",200078,"Surveilling, Viewing, Transmitting, Overlooking","2000432, 2000848, 2000594, 2000750"
"The Martian (Satellite surveillance)",2131,"Narrative, Movie","20001, 2000130","Mindy Park",2130,,,,,"Surveilling, Controlling, Following, Monitoring, Locating","2000432, 2000402, 2000634, 2000524, 2000343"
"The Martian (Satellite surveillance)",2131,"Narrative, Movie","20001, 2000130","Mark Watney",2050,,,,,Surveilled,2000981
"Deadpool 2 (Weapon information in AR)",2129,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Optical/ocular implant","200074, 2000127","Informing, Visualising, Creating, Teaching, Scanning","2000449, 20001273, 2000457, 2000635, 2000377"
"Deadpool 2 (Weapon information in AR)",2129,"Narrative, Movie","20001, 2000130",Cable,1812,,,,,"Learning, Informed, Visualising","2000633, 20001359, 20001273"
"Deadpool 2 (Hologram)",2128,"Narrative, Movie","20001, 2000130",,,,,"Holograms, Optical/ocular implant","20001339, 2000127","Projecting, Creating, Rewinding, Visualising, Displaying","2000761, 2000457, 20001373, 20001273, 2000398"
"Deadpool 2 (Hologram)",2128,"Narrative, Movie","20001, 2000130",Cable,1812,,,,,"Rewinding, Overlooking, Visualising","20001373, 2000750, 20001273"
"Órbita 9 (Surveillance Cameras in Space Station)",2110,"Narrative, Movie","20001, 2000130",,,Corporation,2000332,,,"Watching, Surveilling, Researching","2000350, 2000432, 20001113"
"Órbita 9 (Surveillance Cameras in Space Station)",2110,"Narrative, Movie","20001, 2000130",,,,,"Surveillance cameras",200080,Recording,2000403
"Órbita 9 (Surveillance Cameras in Space Station)",2110,"Narrative, Movie","20001, 2000130",Helena,2106,,,,,"Watched, Recorded","2000355, 2000752"
"Órbita 9 (Surveillance Cameras in Space Station)",2110,"Narrative, Movie","20001, 2000130",Alex,2107,,,,,"Altering, Editing, Hiding, Protecting","2000470, 20001124, 2000397, 2000411"
"Órbita 9 (Robot Records and Projects Footage)",2109,"Narrative, Movie","20001, 2000130",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Recording, Showing, Projecting","2000403, 2000399, 2000761"
"Órbita 9 (Robot Records and Projects Footage)",2109,"Narrative, Movie","20001, 2000130",Helena,2106,,,,,"Recorded, Watched","2000752, 2000355"
"Órbita 9 (Robot Records and Projects Footage)",2109,"Narrative, Movie","20001, 2000130","Alex (U)",523,,,,,"Watching, Observing","2000350, 20001032"
"Sleep Dealer (Drones)",2105,"Narrative, Movie","20001, 2000130",,,,,"Drones (UAV)",200079,"Controlled, Shooting, Targeting, Flying, Transmitting, Hacked","2000543, 2000800, 2000617, 2000751, 2000594, 2000407"
"Sleep Dealer (Drones)",2105,"Narrative, Movie","20001, 2000130","Memo Cruz's Father",2924,,,,,"Killed, Suspected","2000346, 20001963"
"Sleep Dealer (Drones)",2105,"Narrative, Movie","20001, 2000130","Memo Cruz",2923,,,,,"Hacking, Suspected, Grieving, Moving","2000409, 20001963, 2000469, 20001031"
"Sleep Dealer (Drones)",2105,"Narrative, Movie","20001, 2000130",,,Military,20001175,,,"Controlling, Attacking, Killing, Destroying, Surveilling","2000402, 2000928, 2000344, 2000619, 2000432"
"Sleep Dealer (Surveillance weapons)",2104,"Narrative, Movie","20001, 2000130",,,,,"Non-Visible Spectrum, Object recognition, Surveillance cameras","2000207, 200015, 200080","Surveilling, Detecting, Recording","2000432, 2000941, 2000403"
"Sleep Dealer (Surveillance weapons)",2104,"Narrative, Movie","20001, 2000130",,,Military,20001175,,,"Securing, Restricing, Oppressing","20001981, 20001982, 2000539"
"Avengers: Endgame (Iron Man uses infrafred vision)",2103,"Narrative, Movie","20001, 2000130","Iron Man",1944,,,,,"Spying, Searching, Tracking","2000360, 2000615, 2000498"
"Avengers: Endgame (Iron Man uses infrafred vision)",2103,"Narrative, Movie","20001, 2000130",,,,,"Non-Visible Spectrum",2000207,"Revealing, Highlighting","2000368, 2000697"
"Avengers: Endgame (AR inside of robotic suits)",2102,"Narrative, Movie","20001, 2000130","The Avengers",2097,,,,,"Fighting, Flying, Informed, Scanned, Helped","2000386, 2000751, 20001359, 2000658, 2000518"
"Avengers: Endgame (AR inside of robotic suits)",2102,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Helping, Displaying, Informing, Tracking","2000372, 2000398, 2000449, 2000498"
"Avengers: Endgame (AR inside of robotic suits)",2102,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Scanning, Helping, Informing","2000377, 2000372, 2000449"
"Avengers: Infinity War (Nebula forced to display hologram)",2100,"Narrative, Movie","20001, 2000130",Nebula,2074,,,,,"Displaying, Projecting, Forced","2000398, 2000761, 2000593"
"Avengers: Infinity War (Nebula forced to display hologram)",2100,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Displaying, Projecting","2000398, 2000761"
"Avengers: Infinity War (Nebula forced to display hologram)",2100,"Narrative, Movie","20001, 2000130",Gamora,1885,,,,,"Displayed, Projected, Talking","2000888, 20001451, 20001051"
"Avengers: Infinity War (AR to remove Infinity Stone from Avenger)",2099,"Narrative, Movie","20001, 2000130",Shuri,1727,,,,,"Inventing, Helping, Designing, Operating, Manipulating","20001316, 2000372, 20001579, 2000688, 2000486"
"Avengers: Infinity War (AR to remove Infinity Stone from Avenger)",2099,"Narrative, Movie","20001, 2000130",,,,,"3D scans, Augmented reality, Body scans","20001081, 200074, 200090","Manipulated, Displaying, Operating","20001407, 2000398, 2000688"
"Avengers: Infinity War (AR to remove Infinity Stone from Avenger)",2099,"Narrative, Movie","20001, 2000130",Vision,2816,,,,,"Operated, Displayed, Helped","20001047, 2000888, 2000518"
"Avengers: Infinity War (AR to remove Infinity Stone from Avenger)",2099,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Locating, Identifying","2000343, 2000354"
"Avengers: Infinity War (AR inside of robotic suits)",2098,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Helping, Displaying, Informing, Tracking","2000372, 2000398, 2000449, 2000498"
"Avengers: Infinity War (AR inside of robotic suits)",2098,"Narrative, Movie","20001, 2000130","The Avengers",2097,,,,,"Flying, Fighting, Informed, Helped","2000751, 2000386, 20001359, 2000518"
"Avengers: Infinity War (Holographic conversation with government officials)",2096,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projecting, Discussing","2000761, 20001235"
"Avengers: Infinity War (Holographic conversation with government officials)",2096,"Narrative, Movie","20001, 2000130",,,Government,2000333,,,"Discussing, Projected","20001235, 20001451"
"Avengers: Infinity War (Holographic conversation with government officials)",2096,"Narrative, Movie","20001, 2000130","James Rhodes",2815,,,,,Discussing,20001235
"For Want of a Nail (The AI's main task is to watch and record)",2094,"Narrative, Short story","20001, 2000134",Cordelia,2114,,,,,"Watching, Recording, Fighting","2000350, 2000403, 2000386"
"For Want of a Nail (The AI's main task is to watch and record)",2094,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Watching, Recording","2000350, 2000403"
"For Want of a Nail (The AI's main task is to watch and record)",2094,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,"Watched, Recorded","2000355, 2000752"
"For Want of a Nail (The AI's main task is to watch and record)",2094,"Narrative, Short story","20001, 2000134",Ludoviko,2087,,,,,"Watched, Recorded, Fighting","2000355, 2000752, 2000386"
"For Want of a Nail (Fingerprint recognition)",2093,"Narrative, Short story","20001, 2000134",,,,,Biometrics,20009,"Scanning, Recognising, Identifying","2000377, 2000378, 2000354"
"For Want of a Nail (Fingerprint recognition)",2093,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,"Scanned, Recognised, Identified","2000658, 20001618, 2000500"
"For Want of a Nail (Fingerprint recognition)",2093,"Narrative, Short story","20001, 2000134",Cordelia,2114,,,,,"Verifying, Authorizing, Documenting","20001560, 20001966, 2000829"
"For Want of a Nail (Fingerprint recognition)",2093,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Verifying, Authorizing, Documenting","20001560, 20001967, 2000829"
"For Want of a Nail (Fingerprint recognition)",2093,"Narrative, Short story","20001, 2000134","Uncle Georgo",2088,,,,,Documented,2000820
"For Want of a Nail (Cordelia modifies her hologram consciously)",2092,"Narrative, Short story","20001, 2000134","Uncle Georgo",2088,,,,,"Manipulated, Soothed","20001407, 20001617"
"For Want of a Nail (Cordelia modifies her hologram consciously)",2092,"Narrative, Short story","20001, 2000134",Cordelia,2114,,,,,"Manipulating, Helping, Morphing","2000486, 2000372, 2000693"
"For Want of a Nail (Cordelia modifies her hologram consciously)",2092,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence), Holograms","2000152, 20001339","Manipulating, Helping, Morphing","2000486, 2000372, 2000693"
"For Want of a Nail (Cordelia modifies her hologram consciously)",2092,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,"Confused, Observing, Suspecting","2000554, 20001032, 20001855"
"For Want of a Nail (The AI has cameras for eyes and hologram for body)",2091,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence), Holograms","2000152, 20001339","Talking, Materialising, Observing, Appearing","20001051, 2000975, 20001032, 20001072"
"For Want of a Nail (The AI has cameras for eyes and hologram for body)",2091,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,Observed,20001034
"For Want of a Nail (The AI has cameras for eyes and hologram for body)",2091,"Narrative, Short story","20001, 2000134",Cordelia,2114,,,,,"Talking, Materialising, Observing, Appearing","20001051, 2000975, 20001032, 20001072"
"For Want of a Nail (VR-glasses in communication)",2090,"Narrative, Short story","20001, 2000134",,,,,"Virtual reality",2000147,"Connecting, Showing","2000510, 2000399"
"For Want of a Nail (VR-glasses in communication)",2090,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,"Seeing, Communicating, Connected","2000561, 2000514, 20001352"
"For Want of a Nail (VR-glasses in communication)",2090,"Narrative, Short story","20001, 2000134","Uncle Georgo",2088,,,,,"Seeing, Connected","2000561, 20001352"
"For Want of a Nail (VR-glasses as a tool)",2089,"Narrative, Short story","20001, 2000134",Rava,2086,,,,,"Seeing, Helped, Frustrated, Repairing","2000561, 2000518, 20001338, 20001955"
"For Want of a Nail (VR-glasses as a tool)",2089,"Narrative, Short story","20001, 2000134",Cordelia,2114,,,,,"Repaired, Replugged","20001964, 20001965"
"For Want of a Nail (VR-glasses as a tool)",2089,"Narrative, Short story","20001, 2000134",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Repaired, Replugged","20001964, 20001965"
"For Want of a Nail (VR-glasses as a tool)",2089,"Narrative, Short story","20001, 2000134",,,,,"Virtual reality",2000147,"Enabling, Frustrating, Showing","20001092, 20001616, 2000399"
"Los anillos de la serpiente (triggering a intimate spectacle)",2069,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Moving, Detected, Overwhelmed, Watching","20001031, 20001122, 2000913, 2000350"
"Los anillos de la serpiente (triggering a intimate spectacle)",2069,"Art, Installation art","20002, 2000138",,,,,"Motion tracking, Object recognition","2000180, 200015","Detecting, Triggering","2000941, 20001261"
"Los anillos de la serpiente (triggering a intimate spectacle)",2069,"Art, Installation art","20002, 2000138",,,Image,2000335,,,"Projected, Overwhelming, Captivating, Activated","20001451, 20001604, 20001605, 20001606"
"Incredibles 2 (Jack-Jack enters Edna's test room)",2057,"Narrative, Movie","20001, 2000130",,,,,"Biometrics, Facial recognition","20009, 20007","Identifying, Recognising, Seeing","2000354, 2000378, 2000561"
"Incredibles 2 (Jack-Jack enters Edna's test room)",2057,"Narrative, Movie","20001, 2000130","Jack-Jack Parr",2058,,,,,"Identified, Accessing","2000500, 20001003"
"Incredibles 2 (Screenslaver hypnotizing through screens).",2055,"Narrative, Movie","20001, 2000130",Screenslaver,1893,,,,,"Hypnotizing, Controlling, Hacking","20001596, 2000402, 2000409"
