Character,ID,Race/ethnicity,"Race/ethnicity ID",Gender,"Gender ID",Species,"Species ID",Age,"Age ID",Sexuality,"Sexuality ID"
Nomad,720,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Miles Upshur",718,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Google Driver",714,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"UAV operator (Unmanned)",713,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Immigrant group (The Virtual Watchers)",710,Immigrant,2000218,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Amanda Ripley",708,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Poppy Gardner",706,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
MPU,692,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Radical Ed",691,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"AR girl",690,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"US+ Office worker",686,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Us+ Daughter",685,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Alan Partridge",684,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Zoe Foster",677,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
Mercer,674,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Mae Holland",673,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
Sergeant,664,"Unknown/not applicable",2000217,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"William Foster",663,Multiple/complex,2000324,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Woman in Tony Stark's bedroom",661,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Vivienne Rook",660,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Rushdi Mannan",653,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,Homosexual,20001199
"Adult Tokyo population",650,Asian,2000323,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Namahage,649,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Big Sister Shen",644,Asian,2000323,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Homer Simpson",633,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"The Simpsons family",632,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
Leela,626,"Unknown/not applicable",2000217,Female,2000148,"Fictional species",2000223,Adult,2000227,"Unknown/not applicable",20001506
"Zapp Brannigan",625,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Navn Ukjent",622,Immigrant,2000218,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Nilin,621,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Wreck-It Ralph",570,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Vanellope,571,Multiple/complex,2000324,Female,2000148,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"""Tom Cruise""",566,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Abi,563,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Bing,562,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Joe Potter",561,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Liam Foxwell",559,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Kenny,558,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Amanda (Someone to Watch Over Me)",545,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"""Kim Kardashian""  (No More Selfies)",544,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Sunita (No More Selfies)",543,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Ellie (Selfies)",541,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Hayley (Thoughts and Prayers)",538,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Lia Kahn",533,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Rita (U)",524,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Alex (U)",523,Asian,2000323,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Call (U)",521,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Asuna Yuuki",520,Asian,2000323,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Kazuto Kirigaya",517,Asian,2000323,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Brian Gragg",516,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Guppy,512,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Animal,2000222,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Max Zorin",493,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"James Bond (Roger Moore)",492,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Edith Lyons",489,White,2000216,Female,2000148,Human,2000219,Elderly,2000226,"Unknown/not applicable",20001506
Catherine,484,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Ashley,483,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
Rachel,480,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Ashley too",479,"Unknown/not applicable",2000217,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Danny Parker",478,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Bi-sexual,20001174
"Karl Houghton",477,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Bi-sexual,20001174
"Peter Parker",464,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Mysterio,461,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Jarvis,455,,,Male,2000149,Machine,2000220,Adult,2000227,,
"Tony Stark",453,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"""Lauren McCarthy""",445,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,,
"Ghost in Breathe",439,"Unknown/not applicable",2000217,Female,2000148,"Fictional species",2000223,Adult,2000227,,
Flo,437,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Miranda,433,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Charlie Friend",435,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Adam,434,White,2000216,Male,2000149,Machine,2000220,Adult,2000227,Heterosexual,2000999
"""Earl Sweatshirt""",421,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Lizzie,419,Black,2000310,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Stephanie Flemming",418,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Bethany Bisme-Lyons",411,"Person of colour",2000215,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Asuka Soryu Langley",408,Multiple/complex,2000324,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Rei Ayanami",406,Asian,2000323,Female,2000148,"Fictional species",2000223,"Young adult",2000225,"Unknown/not applicable",20001506
"Shinji Ikari",403,Asian,2000323,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Hope,399,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
Carl,397,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"""Jeremy Bailey""",384,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Mare Barrow",325,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"""Jake Wells""",319,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Markus,308,"Person of colour",2000215,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
Connor,305,White,2000216,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Yusuke Sakaki",292,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Rose Weil",288,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"John Nada",284,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Tun,280,Asian,2000323,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Aloy,277,Indigenous,2000214,Female,2000148,Machine,2000220,"Young adult",2000225,"Unknown/not applicable",20001506
"""Joy Buolamwini""",269,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"John Anderton",265,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Jerome Holm",262,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Mary Holm",261,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Flem Lever",260,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Ernest Holm",259,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Ted Pikul",256,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Allegra Geller",255,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Spider Jerusalem",247,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"One Esk Nineteen",245,"Unknown/not applicable",2000217,Female,2000148,Cyborg,2000221,Adult,2000227,"Unknown/not applicable",20001506
"Pete Sebeck",242,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Winston Smith",241,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
